,SS3_MAF_Leo171129_p2_S18,SS3_MAF_Leo171129_p2_S2,SS3_MAF_Leo171129_p2_S45,SS3_MAF_Leo171129_p2_S67,SS3_MAF_Leo171129_p2_S78,SS3_MAF_Leo171129_p2_S80,SS3_MAF_Leo171129_p2_S86,SS3_MAF_Leo171129_p2_S93,SS3_MAF_leo180223_p6_A02_S2,SS3_MAF_leo180223_p6_B03_S15,SS3_MAF_leo180223_p6_D01_S37,SS3_MAF_leo180223_p6_C06_S30,SS3_MAF_leo180223_p6_D04_S40,SS3_MAF_leo180223_p6_E05_S53,SS3_MAF_leo180223_p6_G11_S83,SS3_MAF_leo180223_p4_S101,SS3_MAF_leo180223_p6_H10_S94,SS3_MAF_leo180223_p4_S111,SS3_MAF_leo180223_p4_S123,SS3_MAF_leo180223_p4_S137,SS3_MAF_leo180223_p4_S146,SS3_MAF_leo180223_p4_S154,SS3_MAF_leo180223_p4_S161,SS3_MAF_leo180223_p4_S166,SS3_MAF_leo180223_p4_S171,SS3_MAF_leo180223_p4_S177,SS3_MAF_leo180223_p4_S178,SS3_MAF_leo180223_p4_S186
2210408I21Rik,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
2300009A05Rik,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,,0.0,,4.0,2.0,0.0,,0.0,2.0,0.0
2310001H17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310003H01Rik,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2310009A05Rik,4.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,6.0
2310009B15Rik,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,,0.0,2.0,0.0,,,0.0,0.0,,,11.0,3.0,,,,,
2310011J03Rik,4.0,2.0,6.0,2.0,2.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,2.0,3.0,6.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,8.0,3.0
2310014L17Rik,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310022A10Rik,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
2310022B05Rik,42.0,22.0,20.0,30.0,8.0,8.0,53.0,10.0,25.0,17.0,25.0,12.0,20.0,11.0,10.0,22.0,24.0,5.0,25.0,15.0,13.0,22.0,38.0,2.0,20.0,13.0,26.0,28.0
2310033P09Rik,,,0.0,,,0.0,,0.0,,1.0,,,5.0,0.0,,,0.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,,0.0
2310035C23Rik,3.0,,,0.0,0.0,0.0,2.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0
2310039H08Rik,5.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,5.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0
2310040G24Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2310047M10Rik,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,,,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0
2310057M21Rik,,1.0,1.0,4.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,1.0,,0.0,2.0,1.0,1.0,1.0,,0.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0
2310061I04Rik,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,,1.0,,1.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,,1.0,0.0,0.0
2310061J03Rik,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2310067B10Rik,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2310068J16Rik,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410002F23Rik,0.0,1.0,3.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,3.0
2410004B18Rik,,3.0,2.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,,,2.0,1.0,0.0,0.0,2.0
2410004N09Rik,0.0,,8.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,5.0,1.0,0.0,4.0,0.0,4.0,4.0
2410004P03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2410006H16Rik,10.0,3.0,15.0,3.0,8.0,9.0,9.0,0.0,1.0,3.0,4.0,5.0,4.0,2.0,9.0,4.0,4.0,4.0,6.0,5.0,3.0,8.0,5.0,5.0,7.0,9.0,10.0,7.0
2410015M20Rik,31.0,19.0,25.0,30.0,12.0,2.0,14.0,30.0,30.0,11.0,24.0,11.0,22.0,6.0,11.0,8.0,12.0,1.0,15.0,8.0,11.0,13.0,18.0,4.0,16.0,8.0,14.0,12.0
2410016O06Rik,2.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2410089E03Rik,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2410127L17Rik,,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,
2410131K14Rik,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
2500004C02Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0
2510002D24Rik,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,4.0
2510003E04Rik,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,,1.0,2.0,0.0
2510009E07Rik,1.0,,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2510039O18Rik,,,0.0,1.0,7.0,2.0,2.0,5.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,,2.0,1.0,0.0,1.0,3.0,3.0
2610001J05Rik,9.0,4.0,11.0,9.0,5.0,6.0,21.0,6.0,12.0,9.0,13.0,9.0,10.0,3.0,9.0,3.0,5.0,10.0,11.0,5.0,2.0,11.0,12.0,0.0,5.0,2.0,5.0,6.0
2610002J02Rik,9.0,0.0,4.0,1.0,3.0,1.0,3.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,1.0,5.0,1.0,0.0
2610002M06Rik,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0
2610008E11Rik,7.0,,0.0,1.0,0.0,0.0,6.0,3.0,3.0,0.0,7.0,1.0,0.0,1.0,1.0,5.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,10.0,1.0,0.0,1.0
2610015P09Rik,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610020C07Rik,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0
2610020H08Rik,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2610034B18Rik,2.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,6.0,1.0,,2.0,0.0,1.0,1.0,0.0,0.0,2.0,,0.0,1.0,3.0,,3.0,2.0,0.0,2.0
2610035D17Rik,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
2610203C20Rik,0.0,,2.0,15.0,4.0,17.0,2.0,0.0,0.0,1.0,2.0,8.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,1.0
2610203C22Rik,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2610301B20Rik,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,2.0,0.0,0.0
2610306M01Rik,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2610318N02Rik,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2610507B11Rik,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0
2610524H06Rik,3.0,0.0,12.0,2.0,0.0,2.0,10.0,10.0,3.0,2.0,3.0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,5.0,1.0,1.0,5.0
2610528A11Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700029M09Rik,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,5.0,0.0,4.0,0.0,5.0,1.0,1.0,1.0,2.0,,0.0,0.0,1.0,1.0,2.0,1.0,5.0,1.0,0.0,2.0
2700049A03Rik,8.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2700060E02Rik,,17.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
2700062C07Rik,,0.0,1.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
2700081O15Rik,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0
2700089E24Rik,4.0,1.0,10.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,9.0,2.0,1.0,4.0,2.0,1.0,3.0,5.0,2.0,4.0,0.0,2.0,2.0
2700097O09Rik,0.0,0.0,0.0,2.0,4.0,0.0,,11.0,6.0,,0.0,0.0,7.0,3.0,0.0,0.0,6.0,2.0,2.0,0.0,,0.0,1.0,2.0,4.0,,4.0,6.0
2700099C18Rik,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2810001G20Rik,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2810002D19Rik,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
2810004N23Rik,,0.0,5.0,10.0,6.0,3.0,14.0,0.0,5.0,10.0,3.0,1.0,3.0,11.0,3.0,6.0,5.0,1.0,8.0,1.0,2.0,8.0,2.0,1.0,5.0,3.0,1.0,3.0
2810006K23Rik,0.0,0.0,2.0,3.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,2.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,3.0
2810008D09Rik,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0
2810025M15Rik,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0
2810032G03Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2810055G20Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2810403A07Rik,1.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,2.0,,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,,2.0,1.0,1.0,0.0
2810403D21Rik,,0.0,0.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
2810408A11Rik,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2810408I11Rik,0.0,,5.0,0.0,2.0,0.0,7.0,5.0,0.0,1.0,3.0,5.0,1.0,4.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,
2810408M09Rik,3.0,0.0,2.0,2.0,,11.0,7.0,1.0,2.0,1.0,4.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,,2.0,0.0,2.0,6.0,1.0,4.0,0.0,4.0,1.0
2810410L24Rik,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2810417H13Rik,6.0,8.0,16.0,8.0,,4.0,9.0,5.0,,3.0,18.0,5.0,5.0,13.0,8.0,,0.0,,3.0,6.0,,3.0,3.0,,9.0,8.0,6.0,2.0
2810428I15Rik,,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,9.0,3.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2810433D01Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2810474O19Rik,0.0,,5.0,6.0,1.0,1.0,18.0,1.0,0.0,4.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,8.0,0.0,3.0,2.0
2900005J15Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900026A02Rik,10.0,0.0,1.0,6.0,3.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,3.0,2.0,1.0,1.0
2900041M22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900060B14Rik,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2900097C17Rik,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3000002C10Rik,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
3010026O09Rik,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3110001I22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3110002H16Rik,,,0.0,0.0,,0.0,0.0,5.0,,3.0,0.0,1.0,4.0,,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
3110009E18Rik,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3110040N11Rik,0.0,1.0,3.0,0.0,4.0,,1.0,4.0,2.0,0.0,10.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,7.0,2.0
3110043O21Rik,,0.0,,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
3110045C21Rik,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
3110052M02Rik,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
3110057O12Rik,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3110062M04Rik,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,,0.0
3110070M22Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3110082I17Rik,13.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,4.0,,1.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0
3300002I08Rik,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3632451O06Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3830406C13Rik,3.0,0.0,2.0,0.0,,0.0,,1.0,4.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,,2.0,,4.0,0.0,0.0,3.0,0.0,1.0,2.0
3830408C21Rik,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
4430402I18Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4632415L05Rik,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4632428N05Rik,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0
4831440E17Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4833418N02Rik,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4833419F23Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4833420G17Rik,4.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
4833427G06Rik,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
4833439L19Rik,0.0,1.0,9.0,0.0,9.0,2.0,6.0,0.0,1.0,4.0,3.0,4.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,8.0,2.0,6.0,0.0,6.0,2.0
4921531C22Rik,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
4921536K21Rik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930402H24Rik,3.0,,1.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
4930405A21Rik,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930426L09Rik,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
4930427A07Rik,2.0,0.0,5.0,3.0,0.0,1.0,9.0,0.0,0.0,3.0,0.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,2.0
4930429B21Rik,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
