,SS3_MAF_Leo171129_p2_S18,SS3_MAF_Leo171129_p2_S2,SS3_MAF_Leo171129_p2_S45,SS3_MAF_Leo171129_p2_S67,SS3_MAF_Leo171129_p2_S78,SS3_MAF_Leo171129_p2_S80,SS3_MAF_Leo171129_p2_S86,SS3_MAF_Leo171129_p2_S93,SS3_MAF_leo180223_p6_A02_S2,SS3_MAF_leo180223_p6_B03_S15,SS3_MAF_leo180223_p6_D01_S37,SS3_MAF_leo180223_p6_C06_S30,SS3_MAF_leo180223_p6_D04_S40,SS3_MAF_leo180223_p6_E05_S53,SS3_MAF_leo180223_p6_G11_S83,SS3_MAF_leo180223_p4_S101,SS3_MAF_leo180223_p6_H10_S94,SS3_MAF_leo180223_p4_S111,SS3_MAF_leo180223_p4_S123,SS3_MAF_leo180223_p4_S137,SS3_MAF_leo180223_p4_S146,SS3_MAF_leo180223_p4_S154,SS3_MAF_leo180223_p4_S161,SS3_MAF_leo180223_p4_S166,SS3_MAF_leo180223_p4_S171,SS3_MAF_leo180223_p4_S177,SS3_MAF_leo180223_p4_S178,SS3_MAF_leo180223_p4_S186
Tmem170b,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0
Tmem171,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Tmem173,22.0,3.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,5.0,2.0,3.0,1.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,1.0,6.0,5.0
Tmem175,,0.0,0.0,4.0,,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0
Tmem176b,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,15.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem177,3.0,0.0,0.0,0.0,,,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,0.0,5.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0
Tmem179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem179b,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Tmem18,,,0.0,2.0,0.0,3.0,5.0,,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,,0.0,,3.0
Tmem180,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem183a,3.0,,0.0,0.0,10.0,5.0,12.0,0.0,3.0,3.0,2.0,10.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,1.0,8.0,9.0,0.0,1.0,1.0,4.0,3.0,11.0
Tmem184a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem184b,4.0,1.0,6.0,5.0,0.0,9.0,6.0,7.0,1.0,3.0,3.0,5.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,4.0,5.0,2.0,0.0
Tmem184c,0.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,6.0,4.0,3.0,2.0,4.0,1.0,0.0,0.0
Tmem186,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0
Tmem189,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,7.0
Tmem19,5.0,5.0,4.0,4.0,,4.0,2.0,16.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,4.0,3.0,0.0,1.0,1.0
Tmem192,5.0,8.0,1.0,13.0,6.0,10.0,2.0,5.0,3.0,1.0,0.0,6.0,4.0,2.0,2.0,3.0,0.0,1.0,7.0,4.0,2.0,2.0,6.0,2.0,1.0,1.0,5.0,6.0
Tmem194,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
Tmem194b,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tmem199,4.0,2.0,0.0,5.0,,5.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,6.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,6.0,2.0,5.0
Tmem2,1.0,0.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,1.0
Tmem200a,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tmem201,,1.0,0.0,1.0,,1.0,0.0,0.0,1.0,6.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0
Tmem202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tmem203,5.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
Tmem204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Tmem205,2.0,6.0,8.0,2.0,0.0,6.0,1.0,3.0,3.0,0.0,8.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,3.0,8.0,2.0,3.0,1.0
Tmem206,1.0,2.0,0.0,4.0,1.0,,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,,1.0,0.0,0.0,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0
Tmem208,18.0,3.0,16.0,8.0,1.0,4.0,6.0,5.0,9.0,2.0,7.0,5.0,4.0,5.0,3.0,5.0,4.0,0.0,7.0,3.0,2.0,9.0,4.0,1.0,6.0,1.0,0.0,11.0
Tmem209,5.0,,1.0,4.0,1.0,0.0,,2.0,10.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,4.0,0.0,8.0,1.0,2.0,5.0,0.0,2.0,5.0,6.0,2.0,1.0
Tmem214,0.0,0.0,1.0,0.0,0.0,1.0,13.0,0.0,1.0,3.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,6.0,0.0,5.0,4.0
Tmem216,0.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,1.0
Tmem218,,0.0,0.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0
Tmem219,6.0,2.0,4.0,0.0,2.0,0.0,9.0,0.0,0.0,4.0,1.0,1.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,3.0,0.0,7.0,0.0,,5.0
Tmem222,2.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,6.0,2.0,1.0,5.0,2.0,2.0,2.0,7.0,1.0,5.0,0.0,2.0,0.0,3.0,2.0,3.0,1.0,0.0,7.0,2.0
Tmem223,13.0,1.0,5.0,6.0,2.0,4.0,2.0,9.0,6.0,16.0,0.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,3.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,3.0
Tmem231,0.0,0.0,0.0,0.0,2.0,0.0,,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,1.0
Tmem25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0
Tmem30a,4.0,,4.0,6.0,21.0,1.0,0.0,10.0,10.0,5.0,4.0,7.0,2.0,3.0,2.0,7.0,2.0,3.0,5.0,3.0,4.0,7.0,2.0,2.0,8.0,6.0,1.0,5.0
Tmem30b,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem33,6.0,0.0,2.0,6.0,6.0,13.0,3.0,10.0,4.0,1.0,6.0,0.0,4.0,0.0,6.0,3.0,6.0,1.0,1.0,4.0,2.0,2.0,2.0,0.0,4.0,5.0,4.0,18.0
Tmem37,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,10.0,7.0,0.0,11.0,0.0,6.0,0.0,5.0,2.0
Tmem38a,,0.0,0.0,,,0.0,,0.0,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Tmem38b,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0
Tmem39b,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,1.0,0.0,0.0,,0.0,3.0,0.0
Tmem40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem41a,1.0,1.0,,11.0,4.0,0.0,0.0,12.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tmem41b,3.0,1.0,1.0,0.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tmem42,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
Tmem43,0.0,1.0,8.0,8.0,4.0,1.0,5.0,3.0,5.0,2.0,3.0,4.0,3.0,1.0,5.0,0.0,2.0,0.0,7.0,1.0,0.0,6.0,0.0,0.0,5.0,5.0,2.0,11.0
Tmem44,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem45a,6.0,0.0,14.0,7.0,12.0,1.0,16.0,8.0,13.0,3.0,10.0,5.0,1.0,5.0,4.0,14.0,5.0,1.0,2.0,1.0,3.0,1.0,0.0,3.0,6.0,0.0,3.0,0.0
Tmem47,0.0,0.0,1.0,2.0,,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tmem5,7.0,2.0,0.0,3.0,9.0,2.0,8.0,7.0,11.0,12.0,6.0,3.0,3.0,3.0,1.0,4.0,2.0,0.0,1.0,11.0,1.0,7.0,8.0,1.0,3.0,2.0,6.0,7.0
Tmem50a,8.0,4.0,18.0,11.0,8.0,6.0,13.0,9.0,6.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,7.0,3.0,1.0,2.0,3.0,4.0,2.0,6.0,9.0,4.0,1.0,3.0
Tmem50b,0.0,0.0,0.0,0.0,11.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
Tmem51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem53,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Tmem55a,4.0,1.0,,1.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,3.0,2.0,4.0,1.0
Tmem55b,4.0,2.0,9.0,7.0,3.0,8.0,4.0,10.0,4.0,4.0,4.0,6.0,3.0,7.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,4.0,7.0,0.0,5.0,0.0,5.0,2.0
Tmem57,8.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,2.0,1.0,1.0,,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
Tmem59,16.0,8.0,22.0,22.0,3.0,10.0,27.0,26.0,22.0,32.0,16.0,9.0,10.0,9.0,9.0,25.0,12.0,1.0,18.0,5.0,8.0,8.0,9.0,5.0,24.0,8.0,15.0,5.0
Tmem59l,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tmem60,8.0,2.0,,3.0,3.0,0.0,13.0,,1.0,1.0,0.0,7.0,,3.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,10.0
Tmem62,,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Tmem63a,14.0,1.0,1.0,1.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,3.0,1.0
Tmem63b,,,,,0.0,1.0,0.0,,0.0,1.0,,0.0,0.0,1.0,,0.0,0.0,1.0,1.0,2.0,,0.0,0.0,1.0,1.0,0.0,0.0,2.0
Tmem64,2.0,0.0,1.0,3.0,0.0,2.0,3.0,7.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0
Tmem65,1.0,,1.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,,,0.0,,2.0,0.0,,2.0,1.0,0.0,0.0,0.0
Tmem66,15.0,1.0,8.0,0.0,15.0,7.0,0.0,0.0,14.0,6.0,3.0,5.0,2.0,2.0,2.0,8.0,5.0,0.0,0.0,8.0,2.0,8.0,1.0,3.0,8.0,0.0,6.0,3.0
Tmem67,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Tmem68,3.0,,4.0,5.0,7.0,,1.0,11.0,0.0,6.0,2.0,2.0,4.0,5.0,3.0,1.0,0.0,2.0,2.0,,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
Tmem69,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem70,4.0,5.0,2.0,1.0,8.0,1.0,7.0,0.0,12.0,10.0,3.0,6.0,4.0,2.0,1.0,6.0,5.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,6.0,2.0,1.0,3.0
Tmem79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem80,2.0,0.0,3.0,0.0,0.0,3.0,0.0,9.0,0.0,1.0,0.0,7.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,1.0
Tmem81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Tmem86a,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tmem86b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem87a,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Tmem87b,,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Tmem8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tmem9,0.0,7.0,0.0,2.0,4.0,0.0,2.0,11.0,4.0,10.0,6.0,5.0,1.0,2.0,2.0,6.0,2.0,0.0,6.0,0.0,2.0,4.0,1.0,0.0,4.0,2.0,5.0,2.0
Tmem97,8.0,5.0,0.0,6.0,2.0,0.0,,3.0,4.0,6.0,7.0,3.0,2.0,0.0,9.0,12.0,4.0,7.0,0.0,6.0,6.0,4.0,2.0,0.0,8.0,3.0,5.0,17.0
Tmem98,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.0,0.0
Tmem9b,15.0,1.0,5.0,2.0,,,0.0,5.0,4.0,13.0,3.0,5.0,0.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,0.0,3.0,8.0,0.0,3.0,3.0
Tmf1,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,4.0,1.0,4.0,0.0,2.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,8.0
Tmod2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
Tmod3,0.0,,4.0,0.0,,1.0,3.0,0.0,6.0,0.0,1.0,7.0,6.0,,1.0,1.0,0.0,0.0,5.0,2.0,4.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0
Tmpo,,0.0,0.0,2.0,0.0,4.0,2.0,8.0,4.0,0.0,1.0,10.0,11.0,9.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,10.0,5.0,4.0,4.0
Tmppe,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,
Tmsb10,3.0,0.0,,6.0,10.0,9.0,15.0,,7.0,7.0,13.0,3.0,6.0,3.0,3.0,0.0,1.0,,9.0,5.0,0.0,0.0,15.0,4.0,0.0,,4.0,11.0
Tmsb15b2,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tmsb4x,0.0,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Tmtc2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Tmtc3,4.0,1.0,4.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
Tmtc4,,0.0,0.0,3.0,0.0,0.0,3.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,,0.0,,0.0
Tmub1,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,1.0,0.0
Tmub2,8.0,1.0,2.0,1.0,,0.0,,1.0,2.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Tmx1,0.0,,2.0,4.0,12.0,2.0,2.0,5.0,1.0,5.0,7.0,1.0,5.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,,4.0,8.0,5.0,1.0,1.0,3.0,4.0
Tmx3,0.0,0.0,4.0,4.0,10.0,,11.0,9.0,0.0,0.0,0.0,,0.0,6.0,,0.0,3.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,,4.0,
Tmx4,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0
Tnc,10.0,29.0,39.0,10.0,41.0,36.0,43.0,,29.0,18.0,18.0,20.0,19.0,16.0,19.0,16.0,4.0,11.0,9.0,13.0,43.0,46.0,10.0,6.0,45.0,10.0,62.0,36.0
Tnfaip1,13.0,2.0,5.0,10.0,11.0,6.0,4.0,,4.0,7.0,4.0,4.0,6.0,7.0,9.0,7.0,4.0,0.0,5.0,9.0,2.0,9.0,4.0,0.0,5.0,5.0,12.0,4.0
Tnfaip2,,,0.0,11.0,,7.0,,0.0,6.0,9.0,1.0,0.0,18.0,0.0,3.0,6.0,2.0,0.0,10.0,3.0,0.0,2.0,,0.0,6.0,4.0,0.0,3.0
Tnfaip3,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0
Tnfaip6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tnfaip8,0.0,3.0,0.0,0.0,1.0,0.0,,,0.0,,,0.0,2.0,0.0,0.0,,0.0,,,2.0,0.0,3.0,0.0,7.0,0.0,,,0.0
Tnfaip8l1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tnfrsf10b,2.0,,,1.0,1.0,0.0,4.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0
Tnfrsf11a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tnfrsf11b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tnfrsf12a,1.0,27.0,14.0,3.0,13.0,13.0,22.0,4.0,18.0,12.0,10.0,1.0,21.0,11.0,8.0,11.0,8.0,7.0,8.0,9.0,18.0,15.0,4.0,2.0,29.0,3.0,22.0,21.0
