,SS3_MAF_Leo171129_p2_S1,SS3_MAF_Leo171129_p2_S22,SS3_MAF_Leo171129_p2_S26,SS3_MAF_Leo171129_p2_S28,SS3_MAF_Leo171129_p2_S30,SS3_MAF_Leo171129_p2_S32,SS3_MAF_Leo171129_p2_S55,SS3_MAF_Leo171129_p2_S5,SS3_MAF_Leo171129_p2_S6,SS3_MAF_Leo171129_p2_S76,SS3_MAF_Leo171129_p2_S81,SS3_MAF_Leo171129_p2_S94,SS3_MAF_Leo171129_p2_S9,SS3_MAF_leo180223_p6_A09_S9,SS3_MAF_leo180223_p6_B05_S17,SS3_MAF_leo180223_p6_A05_S5,SS3_MAF_leo180223_p6_C04_S28,SS3_MAF_leo180223_p6_D06_S42,SS3_MAF_leo180223_p6_G01_S73,SS3_MAF_leo180223_p6_G05_S77,SS3_MAF_leo180223_p4_S104,SS3_MAF_leo180223_p4_S116,SS3_MAF_leo180223_p4_S131,SS3_MAF_leo180223_p4_S139,SS3_MAF_leo180223_p4_S138,SS3_MAF_leo180223_p4_S148,SS3_MAF_leo180223_p4_S150,SS3_MAF_leo180223_p4_S151,SS3_MAF_leo180223_p4_S158,SS3_MAF_leo180223_p4_S187,SS3_MAF_leo180223_p4_S191
Ttc7b,,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Ttc8,,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0
Ttc9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ttc9c,1.0,2.0,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0
Ttf1,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0
Ttf2,1.0,,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Tti1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ttk,3.0,1.0,4.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
Ttl,13.0,7.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,,,0.0,1.0
Ttll1,4.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0
Ttll11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ttll12,1.0,,4.0,3.0,0.0,7.0,0.0,2.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0
Ttll3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ttll4,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Ttll5,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ttll7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Ttll9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ttpal,0.0,3.0,5.0,1.0,0.0,2.0,7.0,,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0
Ttyh2,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
Ttyh3,,,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0
Tubb2a,4.0,8.0,8.0,0.0,1.0,12.0,14.0,0.0,5.0,14.0,1.0,6.0,8.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,0.0,4.0,1.0,0.0,6.0,11.0,1.0,4.0,4.0,1.0,1.0
Tubb2a-ps2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
Tubb2b,0.0,0.0,1.0,,0.0,0.0,4.0,0.0,13.0,,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Tubb3,1.0,3.0,,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tubb5,0.0,0.0,46.0,0.0,,0.0,40.0,,85.0,95.0,27.0,94.0,149.0,44.0,,,,58.0,,0.0,,0.0,75.0,,45.0,0.0,0.0,49.0,12.0,,29.0
Tubb6,26.0,23.0,33.0,14.0,23.0,16.0,50.0,18.0,32.0,32.0,3.0,20.0,41.0,2.0,0.0,1.0,22.0,16.0,17.0,3.0,7.0,22.0,27.0,3.0,38.0,15.0,3.0,27.0,19.0,7.0,3.0
Tubd1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,4.0,,1.0,0.0,0.0,
Tube1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tubg1,2.0,4.0,6.0,2.0,0.0,12.0,27.0,4.0,21.0,4.0,0.0,4.0,9.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,3.0,2.0,3.0,7.0,1.0,0.0
Tubg2,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,,0.0,,,0.0,0.0
Tubgcp2,9.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,0.0,3.0,0.0,0.0,0.0,0.0,3.0
Tubgcp3,6.0,5.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,8.0,1.0,7.0,5.0,1.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,4.0,0.0,0.0,3.0,,2.0
Tubgcp4,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,,0.0,,0.0,,,0.0,13.0,0.0,0.0,2.0,0.0,,0.0
Tubgcp5,,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0
Tubgcp6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0
Tufm,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0
Tuft1,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Tug1,1.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
Tulp3,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0
Tulp4,,,,,,0.0,5.0,13.0,,4.0,0.0,8.0,,,,,0.0,11.0,0.0,0.0,,,2.0,2.0,,,1.0,5.0,8.0,,
Tusc1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tut1,2.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
Twf1,3.0,5.0,3.0,1.0,,3.0,13.0,4.0,3.0,15.0,1.0,6.0,5.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,
Twf2,,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,3.0,1.0,,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,6.0
Twist1,3.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
Twist2,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,5.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,,2.0,1.0,0.0,0.0
Twsg1,0.0,1.0,0.0,1.0,0.0,1.0,7.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
Txk,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Txlna,5.0,,1.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,,,8.0,2.0,0.0,2.0,7.0,,1.0
Txlnb,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Txlng,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Txn1,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0
Txn2,22.0,7.0,7.0,1.0,2.0,17.0,36.0,9.0,28.0,19.0,10.0,5.0,29.0,2.0,3.0,3.0,5.0,15.0,1.0,5.0,6.0,13.0,13.0,4.0,10.0,12.0,2.0,15.0,14.0,0.0,2.0
Txndc11,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,,0.0,,0.0
Txndc12,,1.0,1.0,1.0,0.0,3.0,12.0,0.0,7.0,13.0,0.0,5.0,5.0,,0.0,0.0,1.0,0.0,1.0,0.0,3.0,6.0,1.0,3.0,5.0,2.0,1.0,2.0,0.0,0.0,
Txndc15,5.0,1.0,5.0,2.0,3.0,17.0,2.0,6.0,6.0,2.0,0.0,7.0,7.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,9.0,9.0,1.0,3.0,6.0,0.0,0.0
Txndc16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Txnip,0.0,,1.0,0.0,0.0,0.0,2.0,4.0,10.0,0.0,,,6.0,0.0,,0.0,0.0,0.0,,,,5.0,5.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Txnl1,4.0,4.0,4.0,3.0,,6.0,5.0,1.0,32.0,12.0,0.0,11.0,0.0,0.0,1.0,6.0,0.0,5.0,4.0,0.0,0.0,4.0,9.0,1.0,5.0,8.0,4.0,5.0,3.0,11.0,0.0
Txnl4a,5.0,15.0,16.0,5.0,0.0,44.0,38.0,29.0,33.0,23.0,10.0,22.0,45.0,6.0,0.0,8.0,10.0,7.0,3.0,9.0,5.0,16.0,9.0,0.0,35.0,23.0,4.0,21.0,21.0,4.0,2.0
Txnl4b,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Txnrd1,39.0,14.0,22.0,3.0,4.0,5.0,43.0,7.0,9.0,33.0,8.0,25.0,23.0,4.0,1.0,5.0,16.0,7.0,2.0,4.0,3.0,16.0,8.0,4.0,6.0,10.0,1.0,26.0,12.0,2.0,3.0
Txnrd2,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Txnrd3,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Tyk2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tyms,0.0,0.0,4.0,1.0,2.0,14.0,4.0,4.0,5.0,2.0,0.0,5.0,2.0,3.0,1.0,1.0,1.0,7.0,3.0,3.0,0.0,6.0,4.0,1.0,8.0,3.0,1.0,2.0,5.0,1.0,0.0
Tyro3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
Tysnd1,6.0,,2.0,0.0,0.0,5.0,2.0,,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,
Tyw1,3.0,2.0,1.0,0.0,0.0,0.0,4.0,,1.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0
Tyw3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U2af1l4,4.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,,2.0,1.0,2.0,0.0,2.0,,,1.0,1.0,4.0,3.0,1.0,0.0,5.0,0.0,0.0
U2af2,,,5.0,0.0,0.0,5.0,0.0,,3.0,13.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,8.0,0.0,9.0,9.0,,0.0
Uaca,,0.0,,,0.0,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Uap1,,0.0,2.0,,0.0,0.0,,1.0,0.0,6.0,0.0,6.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0,0.0,5.0,1.0
Uap1l1,0.0,0.0,8.0,0.0,0.0,,1.0,0.0,3.0,10.0,0.0,,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,0.0
Uba1,0.0,0.0,0.0,0.0,0.0,17.0,47.0,0.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Uba2,7.0,3.0,6.0,5.0,0.0,6.0,7.0,0.0,8.0,5.0,5.0,14.0,2.0,4.0,0.0,3.0,1.0,7.0,0.0,4.0,1.0,9.0,9.0,4.0,5.0,2.0,0.0,5.0,7.0,,3.0
Uba3,3.0,12.0,6.0,0.0,,15.0,18.0,11.0,5.0,12.0,0.0,5.0,2.0,2.0,0.0,2.0,5.0,8.0,0.0,3.0,,3.0,3.0,1.0,2.0,4.0,1.0,7.0,13.0,3.0,0.0
Uba5,1.0,0.0,8.0,3.0,0.0,0.0,6.0,2.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
Uba6,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Uba7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ubac1,1.0,7.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0
Ubac2,6.0,5.0,1.0,0.0,1.0,4.0,7.0,9.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,4.0,0.0,4.0
Ubap2,12.0,3.0,1.0,,1.0,5.0,6.0,8.0,0.0,0.0,1.0,3.0,15.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0
Ubap2l,,,1.0,1.0,0.0,5.0,6.0,4.0,0.0,8.0,0.0,10.0,3.0,,0.0,0.0,1.0,,0.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,,8.0,14.0,0.0,0.0
Ubash3b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
Ubc,9.0,4.0,6.0,8.0,2.0,3.0,35.0,21.0,10.0,4.0,10.0,7.0,12.0,1.0,3.0,2.0,4.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,4.0,8.0,4.0,3.0,3.0,0.0,1.0
Ube2b,,,0.0,,,19.0,,,0.0,,0.0,,,,0.0,,,,,,0.0,,,0.0,,,,,,,0.0
Ube2c,19.0,29.0,11.0,0.0,3.0,21.0,28.0,0.0,10.0,10.0,1.0,14.0,6.0,0.0,2.0,2.0,2.0,7.0,1.0,0.0,3.0,10.0,2.0,5.0,33.0,11.0,1.0,2.0,11.0,3.0,5.0
Ube2cbp,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ube2d1,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0
Ube2e2,1.0,0.0,1.0,0.0,0.0,0.0,5.0,,0.0,7.0,1.0,5.0,1.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,,0.0,,0.0,,0.0
Ube2e3,,1.0,,,0.0,0.0,0.0,,3.0,4.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
Ube2f,,10.0,8.0,2.0,0.0,6.0,3.0,0.0,0.0,9.0,,10.0,5.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,3.0,5.0,3.0,1.0,10.0,4.0,1.0,4.0,7.0,1.0,0.0
Ube2h,2.0,1.0,0.0,1.0,6.0,1.0,,,,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,2.0,1.0,,0.0
Ube2j1,6.0,2.0,4.0,4.0,0.0,6.0,6.0,7.0,0.0,6.0,0.0,2.0,4.0,1.0,0.0,7.0,6.0,0.0,2.0,1.0,,4.0,0.0,1.0,2.0,4.0,0.0,4.0,5.0,1.0,1.0
Ube2k,0.0,8.0,2.0,2.0,,2.0,10.0,5.0,7.0,5.0,0.0,5.0,6.0,1.0,0.0,1.0,2.0,8.0,7.0,0.0,1.0,3.0,3.0,0.0,9.0,3.0,3.0,4.0,13.0,4.0,
Ube2l3,,,3.0,,,1.0,13.0,4.0,4.0,3.0,5.0,0.0,2.0,6.0,,3.0,0.0,7.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,,1.0,4.0,0.0,
Ube2n,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,3.0,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,5.0,0.0,0.0
Ube2o,,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,,1.0,0.0
Ube2q1,,,,0.0,,6.0,8.0,,2.0,,0.0,,,0.0,0.0,,,,,,,3.0,,0.0,6.0,3.0,,3.0,,,0.0
Ube2q2,3.0,,1.0,0.0,1.0,1.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0
Ube2r2,0.0,,0.0,,0.0,1.0,,9.0,0.0,4.0,0.0,,0.0,1.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,1.0,0.0,7.0,0.0,,,0.0,1.0,
Ube2s,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Ube2t,0.0,0.0,1.0,0.0,,1.0,7.0,0.0,9.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0
Ube2v2,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0
Ube2w,0.0,0.0,0.0,1.0,0.0,2.0,5.0,6.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0
Ube2z,6.0,0.0,4.0,2.0,,3.0,2.0,8.0,0.0,14.0,3.0,1.0,2.0,0.0,,1.0,3.0,0.0,0.0,0.0,,7.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Ube3a,,,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,9.0,0.0,,,,,,,,6.0,,5.0,,0.0,0.0
Ube3b,1.0,1.0,7.0,0.0,0.0,1.0,2.0,3.0,6.0,0.0,1.0,3.0,9.0,0.0,,0.0,3.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,6.0
